scholar_id,given_name,family_name,full_name,is_editor,field_of_study,former_surname,field_of_study_broad
1,Taylan,Acar,Taylan Acar,False,Migrationsforschung,,Migration & Integration
2,Silke,Aisenbrey,Silke Aisenbrey,False,Soziologie,,Soziologie & Gesellschaft
3,Anette,Fasang,Anette Fasang,False,Mikrosoziologie,,Soziologie & Gesellschaft
4,Alyssa J.,Alexander,Alyssa J. Alexander,False,Entwicklungspsychologie,,Psychologie
5,Mikaela J.,Dufur,Mikaela J. Dufur,False,Kindheits- und Jugendsoziologie,,Soziologie & Gesellschaft
6,Michael R.,Cope,Michael R. Cope,False,Gemeinschaftssoziologie,,Soziologie & Gesellschaft
7,Jonathan A.,Jarvis,Jonathan A. Jarvis,False,Globale Bildung,,Bildung & Erziehungswissenschaft
8,Amy R.,Read,Amy R. Read,False,Demografie,,Demographie & Lebensverlauf
9,Jutta,Allmendinger,Jutta Allmendinger,False,Bildungssoziologie,,Bildung & Erziehungswissenschaft
10,Corinna,Kleinert,Corinna Kleinert,False,Empirische Bildungsforschung,,Bildung & Erziehungswissenschaft
11,Reinhard,Pollak,Reinhard Pollak,False,Bildungssoziologie,,Bildung & Erziehungswissenschaft
12,Basha,Vicari,Basha Vicari,False,Arbeitsmarktsoziologie,,Ökonomie & Arbeitsmarkt
13,Oliver,Wölfel,Oliver Wölfel,False,Weiterbildungsforschung,,Bildung & Erziehungswissenschaft
14,Agnieszka,Althaber,Agnieszka Althaber,False,Berufliche Bildung,,Bildung & Erziehungswissenschaft
15,Manfred,Antoni,Manfred Antoni,False,Arbeitsmarktökonomik,,Ökonomie & Arbeitsmarkt
16,Bernhard,Christoph,Bernhard Christoph,False,Empirische Bildungsforschung,,Bildung & Erziehungswissenschaft
17,Katrin,Drasch,Katrin Drasch,False,Arbeitsmarktforschung,,Ökonomie & Arbeitsmarkt
18,Florian,Janik,Florian Janik,False,Weiterbildungsforschung,,Bildung & Erziehungswissenschaft
19,Ralf,Künster,Ralf Künster,False,Erhebungsmethoden,,Methoden & Statistik
20,Marie-Christine,Laible,Marie-Christine Laible,False,Forschungsdateninfrastruktur,,Forschungsmanagement
21,Kathrin,Leuze,Kathrin Leuze,False,Arbeitsmarktforschung,,Ökonomie & Arbeitsmarkt
22,Britta,Matthes,Britta Matthes,False,Arbeitsmarktforschung,,Ökonomie & Arbeitsmarkt
23,Michael,Ruland,Michael Ruland,False,Bildung und interkulturelle Kompetenzen,,Migration & Integration
24,Benjamin,Schulz,Benjamin Schulz,False,Berufsbildung und lebenslanges Lernen,,Bildung & Erziehungswissenschaft
25,Annette,Trahms,Annette Trahms,False,Surveymethodologie,,Methoden & Statistik
26,Pascal,Alscher,Pascal Alscher,False,Empirische Bildungsforschung,,Bildung & Erziehungswissenschaft
27,Ulrich,Ludewig,Ulrich Ludewig,False,Lesekompetenz,,Bildung & Erziehungswissenschaft
28,Nele,McElvany,Nele McElvany,False,Kompetenzforschung,,Bildung & Erziehungswissenschaft
29,Shima,Aminipour,Shima Aminipour,False,Frühe Bildung,,Bildung & Erziehungswissenschaft
30,Ali,Asgari,Ali Asgari,False,Empirische Bildungsforschung,,Bildung & Erziehungswissenschaft
31,Elaheh,Hejazi,Elaheh Hejazi,False,Empirische Bildungsforschung,,Bildung & Erziehungswissenschaft
32,Hans-Günther,Roßbach,Hans-Günther Roßbach,False,Frühkindliche Bildung,,Bildung & Erziehungswissenschaft
33,Yvonne,Anders,Yvonne Anders,True,Frühkindliche Bildungsforschung,,Bildung & Erziehungswissenschaft
34,Hans-Dieter,Daniel,Hans-Dieter Daniel,True,Sozialpsychologie,,Psychologie
35,Bettina,Hannover,Bettina Hannover,True,Schul- und Unterrichtsforschung,,Bildung & Erziehungswissenschaft
36,Olaf,Köller,Olaf Köller,True,Bildungsmonitoring,,Bildung & Erziehungswissenschaft
37,Dieter,Lenzen,Dieter Lenzen,True,Erziehungswissenschaft,,Bildung & Erziehungswissenschaft
38,Tina,Seidel,Tina Seidel,True,Pädagogische Psychologie,,Psychologie
39,Rudolf,Tippelt,Rudolf Tippelt,True,Erwachsenenbildung,,Bildung & Erziehungswissenschaft
40,Ludger,Wößmann,Ludger Wößmann,True,Bildungsökonomik,,Ökonomie & Arbeitsmarkt
41,Gunnar,Andersson,Gunnar Andersson,False,Demografieforschung,,Demographie & Lebensverlauf
42,Elizabeth,Thomson,Elizabeth Thomson,False,Soziologie,,Soziologie & Gesellschaft
43,Aija,Duntava,Aija Duntava,False,Soziologie,,Soziologie & Gesellschaft
44,Christina,Anger,Christina Anger,False,Bildungsökonomik,,Ökonomie & Arbeitsmarkt
45,Wido,Geis-Thöne,Wido Geis-Thöne,False,Familienökonomik,,Ökonomie & Arbeitsmarkt
46,Silke,Anger,Silke Anger,False,Bildungsökonomik,,Ökonomie & Arbeitsmarkt
47,Pascal,Heß,Pascal Heß,False,Übergänge im Lebensverlauf,,Demographie & Lebensverlauf
48,Simon,Janssen,Simon Janssen,False,Arbeitsökonomik,,Ökonomie & Arbeitsmarkt
49,Ute,Leber,Ute Leber,False,Arbeitsforschung,,Ökonomie & Arbeitsmarkt
50,Christian,Westermeier,Christian Westermeier,False,Ungleichheitsforschung,,Soziologie & Gesellschaft
51,Hans-Dieter,Gerner,Hans-Dieter Gerner,False,Arbeitsmarktökonomik,,Ökonomie & Arbeitsmarkt
52,Robert,Jäckle,Robert Jäckle,False,Verhaltensökonomik,,Ökonomie & Arbeitsmarkt
53,Stefan,Schwarz,Stefan Schwarz,False,Arbeitsmarktforschung,,Ökonomie & Arbeitsmarkt
54,Daniel,Bela,Daniel Bela,False,Survey-Technologie,,Methoden & Statistik
55,Cordula,Artelt,Cordula Artelt,False,Pädagogische Psychologie,,Psychologie
56,Michaela,Sixt,Michaela Sixt,False,Bildungssoziologie,,Bildung & Erziehungswissenschaft
57,Mathias,Bug,Mathias Bug,False,Forschungsdateninfrastruktur,,Forschungsmanagement
58,Kai,Maaz,Kai Maaz,False,Bildungssoziologie,,Bildung & Erziehungswissenschaft
59,Thomas,Runge,Thomas Runge,False,Forschungsdateninfrastruktur,,Forschungsmanagement
60,Uta,Brehm,Uta Brehm,False,Soziologie,,Soziologie & Gesellschaft
61,Ina,Rüber-Tehe,Ina Rüber,False,Erwachsenenbildung,Rüber,Bildung & Erziehungswissenschaft
62,Jens,Ruhose,Jens Ruhose,False,Arbeitsökonomik,,Ökonomie & Arbeitsmarkt
63,Robin,Busse,Robin Busse,False,Berufliche Bildung,,Bildung & Erziehungswissenschaft
64,Christian,Aßmann,Christian Aßmann,False,Ökonometrie,,Ökonomie & Arbeitsmarkt
65,Jean-Christoph,Gaasch,Jean-Christoph Gaasch,False,Statistik,,Methoden & Statistik
66,Doris,Stingl,Doris Stingl,False,Survey-Methodologie,,Methoden & Statistik
67,Uta,Landrock,Uta Landrock,False,Survey-Methodologie,,Methoden & Statistik
68,Ariane,Würbach,Ariane Würbach,False,Survey-Statistik,,Methoden & Statistik
69,Steffi,Pohl,Steffi Pohl,False,Survey-Methodologie,,Methoden & Statistik
70,Claus H.,Carstensen,Claus H. Carstensen,False,Empirische Bildungsforschung,,Bildung & Erziehungswissenschaft
71,Solange,Goßmann,Solange Goßmann,False,Statistische Methoden,,Methoden & Statistik
72,Ferdinand,Geissler,Ferdinand Geissler,False,Empirische Sozialforschung,,Soziologie & Gesellschaft
73,Anika,Bela,Anika Bela,False,Bildungsökonomik,,Ökonomie & Arbeitsmarkt
74,Hans Walter,Steinhauer,Hans Walter Steinhauer,False,Survey-Methodologie,,Methoden & Statistik
75,Sabine,Zinn,Sabine Zinn,False,Survey-Methodologie,,Methoden & Statistik
76,Angelina,Hammon,Angelina Hammon,False,Survey-Statistik,,Methoden & Statistik
77,Hans,Kiesl,Hans Kiesl,False,Survey-Statistik,,Methoden & Statistik
78,Götz,Rohwer,Götz Rohwer,False,Statistische Methoden,,Methoden & Statistik
79,Susanne,Rässler,Susanne Rässler,False,Ökonometrie,,Ökonomie & Arbeitsmarkt
80,Hans-Peter,Blossfeld,Hans-Peter Blossfeld,False,Soziologie,,Soziologie & Gesellschaft
81,Manja,Attig,Manja Attig,False,Frühe Bildung,,Bildung & Erziehungswissenschaft
82,Markus,Vogelbacher,Markus Vogelbacher,False,Frühkindliche Bildung,,Bildung & Erziehungswissenschaft
83,Sabine,Weinert,Sabine Weinert,False,Entwicklungspsychologie,,Psychologie
84,Frances,Hoferichter,Frances Hoferichter,False,Schulpädagogik,,Bildung & Erziehungswissenschaft
85,Isa,Steinmann,Isa Steinmann,False,Pädagogische Psychologie,,Psychologie
86,Rolf,Strietholt,Rolf Strietholt,False,Bildungsungleichheit,,Bildung & Erziehungswissenschaft
87,Ilka,Wolter,Ilka Wolter,False,Pädagogische Psychologie,,Psychologie
88,Lena,Nusser,Lena Nusser,False,Sonderpädagogik,,Bildung & Erziehungswissenschaft
89,Roman,Auriga,Roman Auriga,False,Survey-Methodik,,Methoden & Statistik
90,André,Pirralha,André Pirralha,False,Arbeitsmarktforschung,,Ökonomie & Arbeitsmarkt
91,Friederike,Schlücker,Friederike Schlücker,False,Hochschulforschung,,Bildung & Erziehungswissenschaft
92,Götz,Lechner,Götz Lechner,False,Public Relations,,Forschungsmanagement
93,Anna,Passmann,Anna Passmann,False,Studienkommunikation,,Forschungsmanagement
100,,Autor:innengruppe Bildungsberichterstattung,Autor:innengruppe Bildungsberichterstattung,False,Empirische Bildungsforschung,,Bildung & Erziehungswissenschaft
101,Meike,Baas,Meike Baas,False,Bildungssoziologie,,Bildung & Erziehungswissenschaft
102,Veronika,Philipps,Veronika Philipps,False,Bildungssoziologie,,Bildung & Erziehungswissenschaft
103,Nadine,Bachbauer,Nadine Bachbauer,False,Arbeitsmarktsoziologie,,Ökonomie & Arbeitsmarkt
104,Clara,Wolf,Clara Wolf,False,Forschungsdateninfrastruktur,,Forschungsmanagement
105,Daniel,Fuß,Daniel Fuß,False,Forschungsdateninfrastruktur,,Forschungsmanagement
106,Ann-Christin,Bächmann,Ann-Christin Bächmann,False,Arbeitsmarktsoziologie,Hausmann,Ökonomie & Arbeitsmarkt
107,Ronald,Bachmann,Ronald Bachmann,False,Arbeitsmarktökonomik,,Ökonomie & Arbeitsmarkt
108,Rahel,Felder,Rahel Felder,False,Arbeitsmarktökonomik,,Ökonomie & Arbeitsmarkt
109,Marcus,Tamm,Marcus Tamm,False,Arbeitsmarktökonomik,,Ökonomie & Arbeitsmarkt
110,Friederike,Hertweck,Friederike Hertweck,False,Bildungsökonomik,,Ökonomie & Arbeitsmarkt
111,Rebecca,Kamb,Rebecca Kamb,False,Arbeitsökonomik,,Ökonomie & Arbeitsmarkt
112,Judith,Lehner,Judith Lehner,False,Digitale Kompetenzen,,"Medien, Digitalisierung & Technik"
113,Malte,Niederstadt,Malte Niederstadt,False,Makroökonomik,,Ökonomie & Arbeitsmarkt
114,Dörthe,Gatermann,Dörthe Gatermann,False,Familienforschung,,Soziologie & Gesellschaft
115,Alina,Bachmann,Alina Bachmann,False,Schulpädagogik,,Bildung & Erziehungswissenschaft
116,Katharina,Nimz,Katharina Nimz,False,Sprach- und Literaturwissenschaft,,Fachdidaktiken
117,Teresa,Backhaus,Teresa Backhaus,False,Arbeitsmarktökonomik,,Ökonomie & Arbeitsmarkt
118,Florian,Bains,Florian Bains,False,Bildungsökonomik,,Ökonomie & Arbeitsmarkt
119,Bruno,Albert,Bruno Albert,False,Datenschutz,,Forschungsmanagement
120,Ulf,Banscherus,Ulf Banscherus,False,Hochschulforschung,,Bildung & Erziehungswissenschaft
121,Caroline,Kamm,Caroline Kamm,False,Hochschulforschung,,Bildung & Erziehungswissenschaft
122,Alexander,Otto,Alexander Otto,False,Empirische Bildungsforschung,,Bildung & Erziehungswissenschaft
123,Paolo,Barbieri,Paolo Barbieri,False,Arbeitssoziologie,,Ökonomie & Arbeitsmarkt
124,Filippo,Gioachin,Filippo Gioachin,False,Ungleichheitsforschung,,Soziologie & Gesellschaft
125,Ann-Christin,Bartels,Ann-Christin Bartels,False,Empirische Bildungsforschung,,Bildung & Erziehungswissenschaft
126,Annabell,Barthel,Annabell Barthel,False,Ungleichheitsforschung,,Soziologie & Gesellschaft
127,Thomas,Bäumer,Thomas Bäumer,False,Datenmanagement,,Forschungsmanagement
128,Eckhard,Klieme,Eckhard Klieme,False,Schul- und Unterrichtsforschung,,Bildung & Erziehungswissenschaft
129,Susanne,Kuger,Susanne Kuger,False,Vergleichende Bildungs- und Sozialforschung,,Bildung & Erziehungswissenschaft
130,Ludwig,Stecher,Ludwig Stecher,False,Empirische Bildungsforschung,,Bildung & Erziehungswissenschaft
131,Olaf,Struck,Olaf Struck,False,Arbeitswissenschaft,,Ökonomie & Arbeitsmarkt
132,Jürgen,Baumert,Jürgen Baumert,False,Empirische Bildungsforschung,,Bildung & Erziehungswissenschaft
133,Michael,Becker,Michael Becker,False,Empirische Bildungsforschung,,Bildung & Erziehungswissenschaft
134,Malte,Jansen,Malte Jansen,False,Pädagogische Psychologie,,Psychologie
135,Gabriel,Nagy,Gabriel Nagy,False,Empirische Bildungsforschung,,Bildung & Erziehungswissenschaft
136,Sonja,Bayer,Sonja Bayer,False,Forschungsdatenmanagement,,Forschungsmanagement
137,Katarina,Blask,Katarina Blask,False,Datenmanagement,,Forschungsmanagement
138,Timo,Gnambs,Timo Gnambs,False,Survey-Methodologie,,Methoden & Statistik
139,Débora,Maehler,Débora Maehler,False,Entwicklungspsychologie,,Psychologie
140,Alexia,Meyermann,Alexia Meyermann,False,Forschungsdateninfrastruktur,,Forschungsmanagement
141,Claudia,Neuendorf,Claudia Neuendorf,False,Schulforschung,,Bildung & Erziehungswissenschaft
142,Michael,Bayer,Michael Bayer,False,Bildungssoziologie,,Bildung & Erziehungswissenschaft
143,Birgit,Becker,Birgit Becker,False,Empirische Bildungsforschung,,Bildung & Erziehungswissenschaft
144,Cornelia,Gresch,Cornelia Gresch,False,Inklusionsforschung,,Bildung & Erziehungswissenschaft
145,Thomas,Zimmermann,Thomas Zimmermann,False,Bildungsungleichheit,,Bildung & Erziehungswissenschaft
146,Dominik,Becker,Dominik Becker,False,Berufsbildungsforschung,,Bildung & Erziehungswissenschaft
147,Moritz,Fleischmann,Moritz Fleischmann,False,Pädagogische Psychologie,,Psychologie
148,Katarina,Weßling,Katarina Weßling,False,Ungleichheitsforschung,,Soziologie & Gesellschaft
149,Benjamin,Nagengast,Benjamin Nagengast,False,Pädagogische Psychologie,,Psychologie
150,Ulrich,Trautwein,Ulrich Trautwein,False,Empirische Bildungsforschung,,Bildung & Erziehungswissenschaft
151,Pia,Schober,Pia Schober,False,Soziologie,,Soziologie & Gesellschaft
152,Kristin,Schotte,Kristin Schotte,False,Integrationsforschung,,Migration & Integration
153,Aileen,Edele,Aileen Edele,False,Integrationsforschung,,Migration & Integration
154,Janina,Beckmann,Janina Beckmann,False,Berufsbildungsforschung,,Bildung & Erziehungswissenschaft
155,Alexandra,Wicht,Alexandra Wicht,False,Sozialpädagogik,,Soziologie & Gesellschaft
156,Matthias,Siembab,Matthias Siembab,False,Übergänge im Lebensverlauf,,Demographie & Lebensverlauf
157,Andreas,Behr,Andreas Behr,False,Statistik,,Methoden & Statistik
158,Marco,Giese,Marco Giese,False,Statistik,,Methoden & Statistik
159,Hervé D.,Teguim K.,Hervé D. Teguim K.,False,Statistik,,Methoden & Statistik
160,Katja,Theune,Katja Theune,False,Statistik,,Methoden & Statistik
161,Ursula,Beicht,Ursula Beicht,False,Empirische Bildungsforschung,,Bildung & Erziehungswissenschaft
162,Günter,Walden,Günter Walden,False,Empirische Bildungsforschung,,Bildung & Erziehungswissenschaft
163,Loreen,Beier,Loreen Beier,False,Migrationsforschung,,Migration & Integration
164,Alessandra,Minello,Alessandra Minello,False,Demographie,,Demographie & Lebensverlauf
165,Wilfred,Uunk,Wilfred Uunk,False,Makro-Soziologie,,Soziologie & Gesellschaft
166,Magdalena,Pratter,Magdalena Pratter,False,Soziologie,,Soziologie & Gesellschaft
167,Gordey,Yastrebov,Gordey Yastrebov,False,Demografie,,Demographie & Lebensverlauf
168,Sarah,Beierle,Sarah Beierle,False,Kindheits- und Jugendsoziologie,,Soziologie & Gesellschaft
169,Karen,Hemming,Karen Hemming,False,Kindheits- und Jugendforschung,,Soziologie & Gesellschaft
170,Sandra,Hümmer,Sandra Hümmer,False,Soziologie,,Soziologie & Gesellschaft
171,Margot,Belet,Margot Belet,False,Bildungsökonomik,,Ökonomie & Arbeitsmarkt
172,Yannick,Stelter,Yannick Stelter,False,Soziale Ungleichheit,,Soziologie & Gesellschaft
173,Stefan,Kühne,Stefan Kühne,False,Empirische Bildungsforschung,,Bildung & Erziehungswissenschaft
174,Robin,Benz,Robin Benz,False,Bildungssoziologie,,Bildung & Erziehungswissenschaft
175,Merike,Darmody,Merike Darmody,False,Bildungssoziologie,,Bildung & Erziehungswissenschaft
176,Emer,Smyth,Emer Smyth,False,Empirische Soziologie,,Soziologie & Gesellschaft
177,Karin,Berendes,Karin Berendes,False,Logopädie,,Psychologie
178,Wolfgang,Wagner,Wolfgang Wagner,False,Empirische Bildungsforschung,,Bildung & Erziehungswissenschaft
179,Detmar,Meurers,Detmar Meurers,False,Computerlinguistik,,"Medien, Digitalisierung & Technik"
180,Tobias,Linberg,Tobias Linberg,False,Empirische Bildungsforschung,,Bildung & Erziehungswissenschaft
181,Doreen,Müller,Doreen Müller,False,Frühkindliche Bildung,,Bildung & Erziehungswissenschaft
182,Sebastian E.,Wenz,Sebastian E. Wenz,False,Bildungssoziologie,,Bildung & Erziehungswissenschaft
183,Thorsten,Schneider,Thorsten Schneider,False,Vergleich moderner Gegenwartsgesellschaften,,Soziologie & Gesellschaft
184,Michael,Bergrab,Michael Bergrab,False,Survey-Statistik,,Methoden & Statistik
185,Francesco,Berlingieri,Francesco Berlingieri,False,Bildungsökonomik,,Ökonomie & Arbeitsmarkt
186,Julia,Heigle,Julia Heigle,False,Hochschulforschung,,Bildung & Erziehungswissenschaft
187,Friedhelm,Pfeiffer,Friedhelm Pfeiffer,False,Arbeitsmarktforschung,,Ökonomie & Arbeitsmarkt
188,Holger,Stichnoth,Holger Stichnoth,False,Ungleichheitsforschung,,Soziologie & Gesellschaft
189,André,Diegmann,André Diegmann,False,Arbeitsmarktökonomik,,Ökonomie & Arbeitsmarkt
190,Maresa,Sprietsma,Maresa Sprietsma,False,Bildungsökonomik,,Ökonomie & Arbeitsmarkt
191,Kris-Stephen,Besa,Kris-Stephen Besa,False,Unterrichtsforschung,,Bildung & Erziehungswissenschaft
192,Sandra,Vietgen,Sandra Vietgen,False,Hochschulforschung,,Bildung & Erziehungswissenschaft
193,Tanja,Betz,Tanja Betz,False,Kindheitsforschung,,Soziologie & Gesellschaft
194,Marina,Bonanati,Marina Bonanati,False,Grundschulpädagogik,,Bildung & Erziehungswissenschaft
195,Nicoletta,Eunicke,Nicoletta Eunicke,False,Kindheitsforschung,,Soziologie & Gesellschaft
196,Nicole,Gölz,Nicole Gölz,False,Empirische Bildungsforschung,,Bildung & Erziehungswissenschaft
197,Laura,Layer,Laura Layer,False,Kindheitsforschung,,Soziologie & Gesellschaft
198,Florian,Wohlkinger,Florian Wohlkinger,False,Empirische Bildungsforschung,,Bildung & Erziehungswissenschaft
199,Martin,Biewen,Martin Biewen,False,Wirtschaftsforschung,,Ökonomie & Arbeitsmarkt
200,Madalina,Tapalaga,Madalina Tapalaga,False,Wirtschaftsforschung,,Ökonomie & Arbeitsmarkt
201,Stephan,Bischof,Stephan Bischof,False,Lebensverlaufsforschung,,Demographie & Lebensverlauf
202,Felix,Bittmann,Felix Bittmann,False,Ungleichheitsforschung,,Soziologie & Gesellschaft
203,Steffen,Schindler,Steffen Schindler,False,Bildung und Arbeit im Lebensverlauf,,Demographie & Lebensverlauf
204,Olivia,Mantwill,Olivia Mantwill,False,Soziologie,,Soziologie & Gesellschaft
205,Elif,Sari,Elif Sari,False,Bildungssoziologie,,Bildung & Erziehungswissenschaft
206,Frank,Goßmann,Frank Goßmann,False,Bildungsungleichheit,,Bildung & Erziehungswissenschaft
207,Jonna M.,Blanck,Jonna M. Blanck,False,Pädagogische Rehabilitationswissenschaft,,Gesundheit & Wohlbefinden
208,Laura,Menze,Laura Menze,False,Forschungsdateninfrastruktur,,Forschungsmanagement
209,Jo,Blanden,Jo Blanden,False,Ökonomische Bildungsforschung,,Bildung & Erziehungswissenschaft
210,Matthias,Doepke,Matthias Doepke,False,Familienökonomik,,Ökonomie & Arbeitsmarkt
211,Jan,Stuhler,Jan Stuhler,False,Arbeitsmarktforschung,,Ökonomie & Arbeitsmarkt
212,Inge,Blatt,Inge Blatt,False,Deutschdidaktik,,Fachdidaktiken
213,Anna,Prosch,Anna Prosch,False,Empirische Bildungsforschung,,Bildung & Erziehungswissenschaft
214,Sarah,Frahm,Sarah Frahm,False,Erziehungswissenschaft,,Bildung & Erziehungswissenschaft
215,Stephan,Jarsinski,Stephan Jarsinski,False,Empirische Bildungsforschung,,Bildung & Erziehungswissenschaft
216,Andreas,Voss,Andreas Voss,False,Psychologische Methodenlehre,,Methoden & Statistik
217,Werner,Prosch,Werner Prosch,False,Large-Scale Assessment,,Bildung & Erziehungswissenschaft
218,Nevena,Kulic,Nevena Kulic,False,Soziale Stratifikationsforschung,,Soziologie & Gesellschaft
219,Jan,Skopek,Jan Skopek,False,Soziologie,,Soziologie & Gesellschaft
220,Moris,Triventi,Moris Triventi,False,Soziale Ungleichheit,,Soziologie & Gesellschaft
221,Elina,Kilpi-Jakonen,Elina Kilpi-Jakonen,False,Soziale Ungleichheit,,Soziologie & Gesellschaft
222,Daniela,Vono De Vilhena,Daniela Vono De Vilhena,False,Demografie,,Demographie & Lebensverlauf
223,Sandra,Buchholz,Sandra Buchholz,False,Empirische Bildungsforschung,,Bildung & Erziehungswissenschaft
224,Wilfried,Bos,Wilfried Bos,False,Empirische Bildungsforschung,,Bildung & Erziehungswissenschaft
225,Pia,Blossfeld,Pia Blossfeld,False,Soziologie,,Soziologie & Gesellschaft
226,Gwendolin,Blossfeld,Gwendolin Blossfeld,False,Bildungswissenschaft,,Bildung & Erziehungswissenschaft
227,Jutta,Von Maurice,Jutta Von Maurice,False,Studienmanagement,,Forschungsmanagement
228,Yuliya,Kosyakova,Yuliya Kosyakova,False,Migrationsforschung,,Migration & Integration
229,Eckhardt,Bode,Eckhardt Bode,False,Arbeitsmarktforschung,,Ökonomie & Arbeitsmarkt
230,Ingrid,Ott,Ingrid Ott,False,Wirtschaftspolitik,,Politikwissenschaft
231,Stephan,Brunow,Stephan Brunow,False,Arbeitsmarktökonomik,,Ökonomie & Arbeitsmarkt
232,Alina,Sorgner,Alina Sorgner,False,Wirtschaftsforschung,,Ökonomie & Arbeitsmarkt
233,Timm,Bönke,Timm Bönke,False,Wirtschaftspolitik,,Politikwissenschaft
234,Luisa,Hammer,Luisa Hammer,False,Migrationsforschung,,Migration & Integration
235,Dominik,Hügle,Dominik Hügle,False,Ökonomik,,Ökonomie & Arbeitsmarkt
236,Nadja,Bömmel,Nadja Bömmel,False,Arbeitsmarktökonomik,,Ökonomie & Arbeitsmarkt
237,Guido,Heineck,Guido Heineck,False,Mikroökonomik,,Ökonomie & Arbeitsmarkt
238,Andrä,Wolter,Andrä Wolter,False,Hochschulforschung,,Bildung & Erziehungswissenschaft
239,Gunther,Dahm,Gunther Dahm,False,Hochschulforschung,,Bildung & Erziehungswissenschaft
240,Christian,Kerst,Christian Kerst,False,Hochschulforschung,,Bildung & Erziehungswissenschaft
241,Camilla,Borgna,Camilla Borgna,False,Arbeitsmarktforschung,,Ökonomie & Arbeitsmarkt
242,Emanuela,Struffolino,Emanuela Struffolino,False,Arbeitsmarktforschung,,Ökonomie & Arbeitsmarkt
243,Lena,Braas,Lena Braas,False,Schul- und Unterrichtsforschung,,Bildung & Erziehungswissenschaft
244,Alyssa,Grecu,Alyssa Grecu,False,Schulforschung,,Bildung & Erziehungswissenschaft
245,Julia,Mori,Julia Morinaj,False,Schulforschung,Morinaj,Bildung & Erziehungswissenschaft
246,Tina,Hascher,Tina Hascher,False,Schulforschung,,Bildung & Erziehungswissenschaft
247,Andreas,Hadjar,Andreas Hadjar,False,Bildungssoziologie,,Bildung & Erziehungswissenschaft
248,Julia-Carolin,Osada,Julia-Carolin Brachem,False,Hochschulforschung,Brachem,Bildung & Erziehungswissenschaft
249,Florian,Aschinger,Florian Aschinger,False,Hochschulforschung,,Bildung & Erziehungswissenschaft
250,Gritt,Fehring,Gritt Fehring,False,Schulforschung,,Bildung & Erziehungswissenschaft
251,Michael,Grotheer,Michael Grotheer,False,Schulforschung,,Bildung & Erziehungswissenschaft
252,Sonja,Herrmann,Sonja Herrmann,False,Datenmanagement,,Forschungsmanagement
253,Marie,Kühn,Marie Kühn,False,Surveymethodologie,,Methoden & Statistik
254,Uta,Liebeskind,Uta Liebeskind,False,Empirische Sozialforschung,,Soziologie & Gesellschaft
255,Andreas,Ortenburger,Andreas Ortenburger,False,Hochschulforschung,,Bildung & Erziehungswissenschaft
256,Hildegard,Schaeper,Hildegard Schaeper,False,Hochschulforschung,,Bildung & Erziehungswissenschaft
257,Tobias,Brändle,Tobias Brändle,False,Wirtschaftsforschung,,Ökonomie & Arbeitsmarkt
258,Philipp,Kugler,Philipp Kugler,False,Wirtschaftsforschung,,Ökonomie & Arbeitsmarkt
259,Anne,Zühlke,Anne Zühlke,False,Wirtschaftsforschung,,Ökonomie & Arbeitsmarkt
260,Naemi D.,Brandt,Naemi D. Brandt,False,Entwicklungspsychologie,,Psychologie
261,Clemens,Lechner,Clemens Lechner,False,Surveymethodologie,,Methoden & Statistik
262,Julia,Tetzner,Julia Tetzner,False,Entwicklungspsychologie,,Psychologie
263,Beatrice,Rammstedt,Beatrice Rammstedt,False,Psychologie,,Psychologie
264,Edith,Braun,Edith Braun,False,Lehrkräftebildung,,Bildung & Erziehungswissenschaft
265,Sebastian Till,Braun,Sebastian Till Braun,False,Wirtschaftsforschung,,Ökonomie & Arbeitsmarkt
266,Lilo,Brockmann,Lilo Brockmann,True,Erziehungswissenschaft,,Bildung & Erziehungswissenschaft
267,Hanna,Brosch,Hanna Brosch,False,Bildungsökonomik,,Ökonomie & Arbeitsmarkt
268,Katharina,Heisig,Katharina Heisig,False,Familienpolitik,,Politikwissenschaft
269,Larissa,Zierow,Larissa Zierow,False,Bildungsökonomik,,Ökonomie & Arbeitsmarkt
270,Martin,Brunner,Martin Brunner,False,Quantitative Methodenforschung,,Methoden & Statistik
271,Sophie E.,Stallasch,Sophie E. Stallasch,False,Survey-Statistik,,Methoden & Statistik
272,Oliver,Lüdtke,Oliver Lüdtke,False,Pädagogisch-Psychologische Methoden,,Methoden & Statistik
273,Christian,Brzinsky-Fay,Christian Brzinsky-Fay,False,Arbeitsmarktforschung,,Ökonomie & Arbeitsmarkt
274,Heike,Solga,Heike Solga,False,Soziologie,,Soziologie & Gesellschaft
275,Antonia,Schier,Antonia Schier,False,Empirische Bildungsforschung,,Bildung & Erziehungswissenschaft
276,Markus,Nester,Markus Nester,False,Empirische Bildungsforschung,,Bildung & Erziehungswissenschaft
277,Hartmut,Ditton,Hartmut Ditton,False,Pädagogik,,Bildung & Erziehungswissenschaft
278,Frauke,Peter,Frauke Peter,False,Bildungsverläufe,,Bildung & Erziehungswissenschaft
279,Florian J.,Buehler,Florian J. Buehler,False,Entwicklungspsychologie,,Psychologie
280,Ulrich,Orth,Ulrich Orth,False,Entwicklungspsychologie,,Psychologie
281,Samantha,Krauss,Samantha Krauss,False,Entwicklungspsychologie,,Psychologie
282,Claudia M.,Roebers,Claudia M. Roebers,False,Entwicklungspsychologie,,Psychologie
283,Daniel,Buhr,Daniel Buhr,False,Policy-Analyse,,Politikwissenschaft
