scholar_id,given_name,family_name,full_name,is_editor,field_of_study,former_surname,field_of_study_broad
561,Wiebke,Bleidorn,Wiebke Bleidorn,False,Psychologie,,Psychologie
562,Marion,Händel,Marion Händel,False,Pädagogische Psychologie,,Psychologie
563,Jana,Heydrich,Jana Heydrich,False,Förderpädagogik,,Bildung & Erziehungswissenschaft
564,Anna Erika,Hägglund,Anna Erika Hägglund,False,Ungleichheitsforschung,,Soziologie & Gesellschaft
565,Inga,Hahn,Inga Hahn,False,Pädagogische Psychologie,,Psychologie
566,Katrin,Schöps,Katrin Schöps,False,Fachdidaktik,,Fachdidaktiken
568,Teresa,Haller,Teresa Haller,False,Bildungsungleichheiten,,Bildung & Erziehungswissenschaft
569,Shally,Novita,Shally Novita,False,Pädagogische Psychologie,,Psychologie
570,Maik,Hamjediers,Maik Hamjediers,False,Ungleichheitsforschung,,Soziologie & Gesellschaft
571,Paul,Schmelzer,Paul Schmelzer,False,Arbeitsmarktforschung,,Ökonomie & Arbeitsmarkt
572,Philipp,Handschuh,Philipp Handschuh,False,Entwicklungspsychologie,,Psychologie
573,Jacqueline,Kroh,Jacqueline Kroh,False,Bildungsrenditen,Lettau,Bildung & Erziehungswissenschaft
574,Silke,Hans,Silke Hans,False,Migrationssoziologie,,Migration & Integration
575,Eric A.,Hanushek,Eric A. Hanushek,False,Sozialökonomik,,Ökonomie & Arbeitsmarkt
576,Marc,Piopiunik,Marc Piopiunik,False,Bildungsökonomik,,Ökonomie & Arbeitsmarkt
577,Simon,Wiederhold,Simon Wiederhold,False,Bildungsrenditen,,Bildung & Erziehungswissenschaft
578,Divan,Mouton,Divan Mouton,False,Pädagogische Psychologie,,Psychologie
579,Andreas,Hartung,Andreas Hartung,False,Stadtsoziologie,,Geographie
580,Steffen,Hillmert,Steffen Hillmert,False,Lebensverlaufsforschung,,Demographie & Lebensverlauf
581,Linda I.,Haschke,Linda I. Haschke,False,Fachdidaktik,,Fachdidaktiken
582,Nele,Kampa,Nele Kampa,False,Schulforschung,,Bildung & Erziehungswissenschaft
583,Andrea,Hasl,Andrea Hasl,False,Survey-Methodologie,,Methoden & Statistik
584,Manuel,Voelkle,Manuel Voelkle,False,Psychologische Methoden,,Methoden & Statistik
585,Charles,Driver,Charles Driver,False,Computational Modelling,,"Medien, Digitalisierung & Technik"
586,Ji,Zhou,Ji Zhou,False,Schulforschung,,Bildung & Erziehungswissenschaft
587,Markus D.,Feuchter,Markus D. Feuchter,False,Kognitionspsychologie,,Psychologie
588,Marie,Heijens,Marie Heijens,False,Lehrkräftebildung,,Bildung & Erziehungswissenschaft
589,Kristina,Heilmann,Kristina Heilmann,False,Medizinsoziologie,,Soziologie & Gesellschaft
590,Richard,Hinrichs,Richard Hinrichs,False,Medizinsoziologie,,Soziologie & Gesellschaft
591,Max,Herke,Max Herke,False,Medizinische Soziologie,,Soziologie & Gesellschaft
592,Marcel,Helbig,Marcel Helbig,False,Bildungssoziologie,,Bildung & Erziehungswissenschaft
593,Anna,Marczuk,Anna Marczuk,False,Bildungssoziologie,,Bildung & Erziehungswissenschaft
594,Norbert,Sendzik,Norbert Sendzik,False,Schulentwicklungsforschung,,Bildung & Erziehungswissenschaft
595,Satu,Helske,Satu Helske,False,Ungleichheitsforschung,,Soziologie & Gesellschaft
596,Jouni,Helske,Jouni Helske,False,Statistische Methoden,,Methoden & Statistik
597,Mervi,Eerola,Mervi Eerola,False,Statistik,,Methoden & Statistik
598,Ina,Henning,Ina Henning,False,Fachdidaktik,,Fachdidaktiken
599,Johannes,Schult,Johannes Schult,False,Survey-Statistik,,Methoden & Statistik
600,Golo,Henseke,Golo Henseke,False,Arbeitsökonomik,,Ökonomie & Arbeitsmarkt
601,Christian,Nagel,Christian Nagel,False,Statistische Methoden,,Methoden & Statistik
602,Lisa,Herrmann,Lisa Herrmann,False,Computational Social Science,,"Medien, Digitalisierung & Technik"
603,Juliane,Kühn,Juliane Kühn,False,Empirische Wirtschaftssoziologie,,Ökonomie & Arbeitsmarkt
604,Christian,Meißner,Christian Meißner,False,Empirische Bildungsforschung,,Bildung & Erziehungswissenschaft
605,Madita,Nussbaumer,Madita Nussbaumer,False,Pädagogische Psychologie,,Psychologie
606,Anke,Heyder,Anke Heyder,False,Pädagogische Psychologie,,Psychologie
607,Nora,Heyne,Nora Heyne,False,Lehrkräftebildung,,Bildung & Erziehungswissenschaft
608,Cornelia,Schoor,Cornelia Schoor,False,Kompetenzforschung,,Bildung & Erziehungswissenschaft
609,Marie-Ann,Sengewald,Marie-Ann Sengewald,False,Psychologische Methoden und Diagnostik,,Methoden & Statistik
610,Nora,Neuenhaus,Nora Neuenhaus,False,Lehr-Lernforschung,,Bildung & Erziehungswissenschaft
611,Helen,Hickmann,Helen Hickmann,False,Übergänge im Lebensverlauf,,Demographie & Lebensverlauf
612,Lisa Sofie,Höckel,Lisa Sofie Höckel,False,Migrationsforschung,,Migration & Integration
613,Volker,Stocké,Volker Stocké,False,Methoden der empirischen Sozialforschung,,Methoden & Statistik
614,Linda,Hoffmann,Linda Hoffmann,False,Berufsorientierungen,,Bildung & Erziehungswissenschaft
615,Madlain,Hoffmann,Madlain Hoffmann,False,Empirische Bildungsforschung,,Bildung & Erziehungswissenschaft
616,Maja,Wiest,Maja Wiest,False,Teilhabe- und Versorgungsforschung,,Gesundheit & Wohlbefinden
617,Sarah,Widany,Sarah Widany,False,Erwachsenenbildung,,Bildung & Erziehungswissenschaft
618,Katrin,Kaufmann-Kuchta,Katrin Kaufmann-Kuchta,False,Erwachsenenbildung,,Bildung & Erziehungswissenschaft
619,Stefanie,Hoffmann,Stefanie Hoffmann,False,Erwachsenenbildung,,Bildung & Erziehungswissenschaft
620,Veronika,Thalhammer,Veronika Thalhammer,False,Erwachsenenbildung,,Bildung & Erziehungswissenschaft
621,Aiga,Von Hippel,Aiga Von Hippel,False,Erwachsenenbildung,,Bildung & Erziehungswissenschaft
622,Bernhard,Schmidt-Hertha,Bernhard Schmidt-Hertha,False,Weiterbildungsforschung,,Bildung & Erziehungswissenschaft
623,Lars,Hoffmann,Lars Hoffmann,False,Bildungsqualität,,Bildung & Erziehungswissenschaft
624,Marko,Neumann,Marko Neumann,False,Schulforschung,,Bildung & Erziehungswissenschaft
625,Pauline,Schröter,Pauline Schröter,False,Fachdidaktik,,Fachdidaktiken
626,Alexander,Groß,Alexander Groß,True,Empirische Bildungsforschung,,Bildung & Erziehungswissenschaft
627,Nina,Hogrebe,Nina Hogrebe,False,Frühkindliche Bildung,,Bildung & Erziehungswissenschaft
628,Johanna,Mierendorff,Johanna Mierendorff,False,Kindheits- und Jugendforschung,,Soziologie & Gesellschaft
629,Gesine,Nebe,Gesine Nebe,False,Bildungssoziologie,,Bildung & Erziehungswissenschaft
630,Stefan,Schulder,Stefan Schulder,False,Sozialstrukturanalyse,,Soziologie & Gesellschaft
631,Anna,Schmidt,Anna Pomykaj,False,Frühkindliche Bildung,Pomykaj,Bildung & Erziehungswissenschaft
632,Mathias,Vogelsanger-Holenstein,Mathias Holenstein,False,Fachdidaktik,Holenstein,Fachdidaktiken
633,Georg,Bruckmaier,Georg Bruckmaier,False,Mathematikdidaktik,,Fachdidaktiken
634,Alexander,Grob,Alexander Grob,False,Entwicklungspsychologie,,Psychologie
635,Anne Christine,Holtmann,Anne Christine Holtmann,False,Ausbildung und Arbeitsmarkt,,Ökonomie & Arbeitsmarkt
636,Christoph,Homuth,Christoph Homuth,False,Bildungsungleichheit,,Bildung & Erziehungswissenschaft
637,Irina,Hondralis,Irina Hondralis,False,Datenmanagement,,Forschungsmanagement
638,Judith C.,Horlboge,Judith C. Horlboge,False,Übergänge im Lebensverlauf,,Demographie & Lebensverlauf
639,Tobias C.,Stubbe,Tobias C. Stubbe,False,Quantitative Methoden der Sozialwissenschaften,,Methoden & Statistik
640,Ariane S.,Willems,Ariane S. Willems,False,Schulforschung,,Bildung & Erziehungswissenschaft
641,Till,Hovestadt,Till Hovestadt,False,Soziologie der Ungleichheit,,Soziologie & Gesellschaft
642,Wei,Huang,Wei Huang,False,Entwicklungspsychologie,,Psychologie
643,Helen,Wareham,Helen Wareham,False,Quantitative Methoden,,Methoden & Statistik
644,James,Law,James Law,False,Logopädie,,Psychologie
645,Jan,Hochweber,Jan Hochweber,False,Pädagogische Psychologie,,Psychologie
646,Jennifer,Meyer,Jennifer Meyer,False,KI-Einsatz in der Bildung,,"Medien, Digitalisierung & Technik"
647,Helen M. G.,Watt,Helen M. G. Watt,False,Pädagogische Psychologie,,Psychologie
648,Thorsten,Fahrbach,Thorsten Fahrbach,False,Lehrkräftebildung,,Bildung & Erziehungswissenschaft
649,Andreas,Lachner,Andreas Lachner,False,Lehr-Lernforschung,,Bildung & Erziehungswissenschaft
650,Ronny,Scherer,Ronny Scherer,False,Large-Scale Assessment,,Bildung & Erziehungswissenschaft
651,Julia,Hufnagl,Julia Hufnagl,False,Wirtschaftspädagogik,,Bildung & Erziehungswissenschaft
652,Christian,Hunkler,Christian Hunkler,False,Survey-Methodologie,,Methoden & Statistik
653,Jasper,Tjaden,Jasper Tjaden,False,Migrationsforschung,,Migration & Integration
654,Franziska,Hürlimann,Franziska Hürlimann,False,Bildungswissenschaft,,Bildung & Erziehungswissenschaft
655,Daniel,Schmerse,Daniel Schmerse,False,Frühkindliche Entwicklung,,Psychologie
656,Jan Marten,Ihme,Jan Marten Ihme,False,Psychologie,,Psychologie
657,Martin,Senkbeil,Martin Senkbeil,False,Pädagogische Psychologie,,Psychologie
658,Anne,Israel,Anne Israel,False,Pädagogische Psychologie,,Psychologie
659,Jenny,Wagner,Jenny Wagner,False,Pädagogische Psychologie,,Psychologie
660,Alexandra,Jähnert,Alexandra Jähnert,True,Frühe Bildung,,Bildung & Erziehungswissenschaft
661,Susanne,Lochner,Susanne Lochner,True,Frühe Bildung,,Bildung & Erziehungswissenschaft
662,Merlind,Trepesch,Merlind Trepesch,False,Studienmanagement,,Forschungsmanagement
663,Aleksander,Kocaj,Aleksander Kocaj,False,Sonderpädagogik,,Bildung & Erziehungswissenschaft
664,McKayla,Jensen,McKayla Jensen,False,Empirische Bildungsforschung,,Bildung & Erziehungswissenschaft
665,Shana L.,Pribesh,Shana L. Pribesh,False,Empirische Bildungsforschung,,Bildung & Erziehungswissenschaft
666,Christoph,Jindra,Christoph Jindra,False,Lehrkräftebildung,,Bildung & Erziehungswissenschaft
667,Karoline A.,Sachse,Karoline A. Sachse,False,Large-Scale Assessment,,Bildung & Erziehungswissenschaft
668,Martin,Hecht,Martin Hecht,False,Survey-Design,,Methoden & Statistik
669,Mieke,Johannsen,Mieke Johannsen,False,Pädagogische Psychologie,,Psychologie
670,Verena,Jörg,Verena Jörg,False,Lehr-Lernforschung,,Bildung & Erziehungswissenschaft
671,Ulrike,Hartmann,Ulrike Hartmann,False,Lehr-Lernforschung,,Bildung & Erziehungswissenschaft
672,Franziska,Baier-Mosch,Franziska Baier-Mosch,False,Pädagogische Psychologie,,Psychologie
673,Mareike,Kunter,Mareike Kunter,False,Lehrkräftebildung,,Bildung & Erziehungswissenschaft
674,Regina,Jusri,Regina Jusri,False,Hochschulforschung,,Bildung & Erziehungswissenschaft
675,Jana,Kähler,Jana Kähler,False,Frühkindliche Bildung,,Bildung & Erziehungswissenschaft
676,Frank,Kalter,Frank Kalter,False,Migrationsforschung,,Migration & Integration
677,Daniel A,Kamhöfer,Daniel A Kamhöfer,False,Bildungsökonomik,,Ökonomie & Arbeitsmarkt
678,Hendrik,Schmitz,Hendrik Schmitz,False,Gesundheitsökonomik,,Ökonomie & Arbeitsmarkt
679,Matthias,Westphal,Matthias Westphal,False,Mikroökonomik,,Ökonomie & Arbeitsmarkt
681,Nicole,Haag,Nicole Haag,False,Pädagogische Psychologie,,Psychologie
682,Helene,Wagner,Helene Wagner,False,Fachdidaktik,,Fachdidaktiken
683,Claudia,Karwath,Claudia Karwath,False,Frühkindliche Bildung,,Bildung & Erziehungswissenschaft
684,Rosemarie,Kay,Rosemarie Kay,False,Fachkräfteforschung,,Ökonomie & Arbeitsmarkt
685,Stefan,Schneck,Stefan Schneck,False,Mittelstandsforschung,,Ökonomie & Arbeitsmarkt
686,Olga,Suprinovič,Olga Suprinovič,False,Mittelstandsforschung,,Ökonomie & Arbeitsmarkt
687,Sylvia,Keim-Klärner,Sylvia Keim-Klärner,False,Familienforschung,,Soziologie & Gesellschaft
688,Andreas,Klärner,Andreas Klärner,False,Soziale und räumliche Ungleichheiten,,Geographie
689,André,Knabe,André Knabe,False,Soziale Ungleichheit,,Soziologie & Gesellschaft
690,Peter A.,Berger,Peter A. Berger,False,Sozialstrukturanalyse,,Soziologie & Gesellschaft
691,Christoph,Kiefer,Christoph Kiefer,False,Survey-Methodologie,,Methoden & Statistik
692,Anna M.,Claus,Anna M. Claus,False,Personalpsychologie,,Psychologie
693,Alexander J.,Jung,Alexander J. Jung,False,Large-Scale Assessment,,Bildung & Erziehungswissenschaft
694,Bettina S.,Wiese,Bettina S. Wiese,False,Personal- und Organisationspsychologie,,Psychologie
695,Axel,Mayer,Axel Mayer,False,Psychologische Methoden,,Methoden & Statistik
696,Yves,Rosseel,Yves Rosseel,False,Datenanalyse,,Methoden & Statistik
697,David,Kiss,David Kiss,False,Arbeitsökonomik,,Ökonomie & Arbeitsmarkt
698,Daniel,Klein,Daniel Klein,False,Empirische Methoden,,Methoden & Statistik
699,Martin,Neugebauer,Martin Neugebauer,False,Hochschulforschung,,Bildung & Erziehungswissenschaft
700,Kai,Rompczyk,Kai Rompczyk,False,Sozialstrukturanalyse,,Soziologie & Gesellschaft
701,Gundula,Zoch,Gundula Zoch,False,Soziologie,,Soziologie & Gesellschaft
702,Ruben,Kleinkorres,Ruben Kleinkorres,False,Psychologische Methoden,,Methoden & Statistik
703,Justine,Stang‐Rabrig,Justine Stang‐Rabrig,False,Empirische Bildungsforschung,,Bildung & Erziehungswissenschaft
704,Shweta,Mishra,Shweta Mishra,False,Hochschulforschung,,Bildung & Erziehungswissenschaft
705,Lars,Müller,Lars Müller,False,Lehrkräftebildung,,Bildung & Erziehungswissenschaft
706,Dennis,Klinkhammer,Dennis Klinkhammer,False,Empirische Sozialforschung,,Soziologie & Gesellschaft
707,Julia,Rüther,Julia Rüther,False,Erwachsenenbildung,,Bildung & Erziehungswissenschaft
708,Michael,Schemmann,Michael Schemmann,False,Erwachsenenbildung,,Bildung & Erziehungswissenschaft
709,Christiane,Große,Christiane Große,False,Survey-Management,,Forschungsmanagement
710,Michael C.,Knaus,Michael C. Knaus,False,Ökonometrie,,Ökonomie & Arbeitsmarkt
711,Tobias,Koberg,Tobias Koberg,False,Survey-Methodologie,,Methoden & Statistik
712,Martin J.,Koch,Martin J. Koch,False,Medienpsychologie,,"Medien, Digitalisierung & Technik"
713,Werner,Greve,Werner Greve,False,Entwicklungspsychologie,,Psychologie
714,Kristin,Kersten,Kristin Kersten,False,Psycholinguistik,,Psychologie
715,Jonathan,Kohl,Jonathan Kohl,False,Erwachsenenbildung,,Bildung & Erziehungswissenschaft
716,Carmen,Köhler,Carmen Köhler,False,Survey-Methodologie,,Methoden & Statistik
717,Markus,Kohlmeier,Markus Kohlmeier,False,Migrationssoziologie,,Migration & Integration
718,Marion,Fischer-Neumann,Marion Fischer-Neumann,False,Migrationsforschung,,Migration & Integration
719,Ingrid,Koller,Ingrid Koller,False,Psychologische Forschungsmethoden,,Methoden & Statistik
720,Wolfgang,Wiedermann,Wolfgang Wiedermann,False,Quantitative Psychologie,,Psychologie
721,Alexander,Eye,Alexander Eye,False,Statistische Methoden,,Methoden & Statistik
722,Dirk,Konietzka,Dirk Konietzka,False,Sozialstrukturanalyse,,Soziologie & Gesellschaft
723,Okka,Zimmermann,Okka Zimmermann,False,Familienforschung,,Soziologie & Gesellschaft
724,Silvia,Kopecny,Silvia Kopecny,False,Arbeitsmarktsoziologie,,Ökonomie & Arbeitsmarkt
725,Stephan,Köppe,Stephan Köppe,False,Wohlfahrtsstaatsforschung,,Soziologie & Gesellschaft
726,Megan,Curran,Megan Curran,False,Armutsforschung,,Soziologie & Gesellschaft
727,Iñigo,Aldama,Iñigo Aldama,False,Bildungssoziologie,,Bildung & Erziehungswissenschaft
728,Christian,Kosel,Christian Kosel,False,Kognitive Psychologie,,Psychologie
729,Ellu,Saar,Ellu Saar,False,Erwachsenenbildung,,Bildung & Erziehungswissenschaft
730,Johanna,Dämmrich,Johanna Dämmrich,False,Ungleichheitsforschung,,Soziologie & Gesellschaft
731,Nancy,Kracke,Nancy Kracke,False,Bildungsverläufe,,Bildung & Erziehungswissenschaft
732,Malte,Reichelt,Malte Reichelt,False,Computational Social Science,,"Medien, Digitalisierung & Technik"
733,Anica,Kramer,Anica Kramer,False,Arbeitsmarktökonomik,,Ökonomie & Arbeitsmarkt
734,Jochen,Kramer,Jochen Kramer,False,Empirische Bildungsforschung,,Bildung & Erziehungswissenschaft
735,Eva,Thomm,Eva Thomm,False,Kognitive Psychologie,,Psychologie
736,Kerstin,Oschatz-Grant,Kerstin Oschatz-Grant,False,Lern-Lehr-Forschung,,Bildung & Erziehungswissenschaft
737,Rainer,Bromme,Rainer Bromme,False,Pädagogische Psychologie,,Psychologie
738,Anna,Gronostaj,Anna Gronostaj,False,Schulforschung,,Bildung & Erziehungswissenschaft
739,Annelie,Schulze,Annelie Schulze,False,Bildungsungleichheit,,Bildung & Erziehungswissenschaft
740,Miriam,Vock,Miriam Vock,False,Unterrichtsforschung,,Bildung & Erziehungswissenschaft
741,Gerrit,Müller,Gerrit Müller,False,Arbeitsmarktökonomik,,Ökonomie & Arbeitsmarkt
742,Gisela,Will,Gisela Will,False,Migrationsforschung,,Migration & Integration
743,Julia,Offenhammer-Tuppat,Julia Tuppat,False,Gesundheitssoziologie,Tuppat,Soziologie & Gesellschaft
744,Raffaela,Gentile,Raffaela Gentile,False,Migrationsforschung,,Migration & Integration
745,Hanna,Reichelt,Hanna Reichelt,False,Migrationsforschung,,Migration & Integration
746,Thomas,Kruppe,Thomas Kruppe,False,Berufsforschung,,Ökonomie & Arbeitsmarkt
747,Christopher,Osiander,Christopher Osiander,False,Forschungskoordination,,Forschungsmanagement
748,Dennis Oliver,Kubitza,Dennis Oliver Kubitza,False,Ausbildungsforschung,,Ökonomie & Arbeitsmarkt
749,Daniel,Kuehnle,Daniel Kuehnle,False,Gesundheitsökonomik,,Ökonomie & Arbeitsmarkt
750,Michael,Oberfichtner,Michael Oberfichtner,False,Arbeitsmarktforschung,,Ökonomie & Arbeitsmarkt
751,Tanja,Kutscher,Tanja Kutscher,False,Methodenentwicklung,,Methoden & Statistik
752,Amelie,Labsch,Amelie Labsch,False,Inklusionsforschung,,Bildung & Erziehungswissenschaft
753,Monja,Schmitt,Monja Schmitt,False,Bildungssoziologie,,Bildung & Erziehungswissenschaft
754,Marianne,Schüpbach,Marianne Schüpbach,False,Schul- und Unterrichtsforschung,,Bildung & Erziehungswissenschaft
755,Marina,Lagemann,Marina Lagemann,False,Schulforschung,,Bildung & Erziehungswissenschaft
756,Peter,Winker,Peter Winker,False,Rechnergestützte Statistik und Ökonometrie,,Ökonomie & Arbeitsmarkt
757,Martina,Baumann,Martina Baumann,False,Survey-Methodik,,Methoden & Statistik
758,Jennifer,Lambrecht,Jennifer Lambrecht,False,Empirische Bildungsforschung,,Bildung & Erziehungswissenschaft
759,Katja,Bogda,Katja Bogda,False,Pädagogische Psychologie,,Psychologie
760,Helvi,Koch,Helvi Koch,False,Lehr-Lernforschung,,Bildung & Erziehungswissenschaft
761,Guido,Nottbusch,Guido Nottbusch,False,Grundschuldidaktik,,Fachdidaktiken
762,Nadine,Spörer,Nadine Spörer,False,Grundschulpädagogik,,Bildung & Erziehungswissenschaft
763,Christiane,Lange-Küttner,Christiane Lange-Küttner,False,Pädagogische Psychologie,,Psychologie
764,Sarah Désirée,Lange,Sarah Désirée Lange,False,Schulforschung,,Bildung & Erziehungswissenschaft
765,Nanine,Lilla,Nanine Lilla,False,Grundschulpädagogik,,Bildung & Erziehungswissenschaft
766,Julia,Göpel,Julia Göpel,False,Wissenschaftskommunikation,,Forschungsmanagement
767,Daniel,Danner,Daniel Danner,False,Psychologische Diagnostik,,Methoden & Statistik
768,Ai,Miyamoto,Ai Miyamoto,False,Pädagogische Psychologie,,Psychologie
769,Thomas,Knopf,Thomas Knopf,False,Bildungspsychologie,,Bildung & Erziehungswissenschaft
770,Jens,Bender,Jens Bender,False,Survey-Methodologie,,Methoden & Statistik
771,Nikolas,Leichner,Nikolas Leichner,False,Hochschulforschung,,Bildung & Erziehungswissenschaft
772,Charlotte,Ottenstein,Charlotte Ottenstein,False,Survey-Methodologie,,Methoden & Statistik
773,Susanne,Weis,Susanne Weis,False,Methodologie,,Methoden & Statistik
774,Manfred,Schmitt,Manfred Schmitt,False,Persönlichkeitspsychologie,,Psychologie
775,Tanja,Lischetzke,Tanja Lischetzke,False,Psychologische Diagnostik,,Methoden & Statistik
776,Jan,Lenhart,Jan Lenhart,False,Pädagogische Psychologie,,Psychologie
777,Tobias,Richter,Tobias Richter,False,Medizinische Soziologie,,Soziologie & Gesellschaft
778,Raymond A.,Mar,Raymond A. Mar,False,Kognitive Psychologie,,Psychologie
779,Philipp M.,Lersch,Philipp M. Lersch,False,Lebensverlaufsforschung,,Demographie & Lebensverlauf
780,Wiebke,Schulz,Wiebke Schulz,False,Lebensverlaufsforschung,,Demographie & Lebensverlauf
781,George,Leckie,George Leckie,False,Survey-Statistik,,Methoden & Statistik
783,Mark,Levels,Mark Levels,False,Soziologie,,Soziologie & Gesellschaft
784,Craig,Holmes,Craig Holmes,False,Arbeitsökonomik,,Ökonomie & Arbeitsmarkt
785,Hirofumi,Taki,Hirofumi Taki,False,Empirische Bildungsforschung,,Bildung & Erziehungswissenschaft
786,Janine,Jongbloed,Janine Jongbloed,False,Bildungsungleichheit,,Bildung & Erziehungswissenschaft
787,Tim Futing,Liao,Tim Futing Liao,False,Statistische Methodologie,,Methoden & Statistik
788,Sebastian,Thürer,Sebastian Thürer,False,Schulpädagogik,,Bildung & Erziehungswissenschaft
789,Wim,Nieuwenboom,Wim Nieuwenboom,False,Grundschulpädagogik,,Bildung & Erziehungswissenschaft
790,Misun,Lim,Misun Lim,False,Familiensoziologie,,Soziologie & Gesellschaft
791,Daniel,Mann,Daniel Mann,False,Grundschulpädagogik,,Bildung & Erziehungswissenschaft
794,Yi,Wang,Yi Wang,False,Bildungsungleichheit,,Bildung & Erziehungswissenschaft
795,Kristina,Lindemann,Kristina Lindemann,False,Bildungsungleichheit,,Bildung & Erziehungswissenschaft
796,Markus,Gangl,Markus Gangl,False,Erwerbsverlauf,,Ökonomie & Arbeitsmarkt
